,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
3144,SA62385,Oregon,7644.68,No,Extended,High School or Below,1/9/11,Medical Leave,F,26526,Suburban,Married,99,0.0,86,0,3,Personal Auto,Personal L3,Offer1,Call Center,523.7,Four-Door Car,Medsize,
3145,OY38576,Oregon,9277.23,No,Basic,High School or Below,1/11/11,Employed,F,71416,Suburban,Divorced,116,10.0,0,0,3,Corporate Auto,Corporate L3,Offer2,Agent,556.8,SUV,Medsize,
3146,AO74776,California,9427.68,No,Basic,High School or Below,1/21/11,Employed,F,27824,Suburban,Married,118,32.0,9,0,8,Personal Auto,Personal L3,Offer3,Agent,566.4,SUV,Large,
3147,FX48006,Oregon,24178.68,No,Extended,College,1/25/11,Employed,M,43704,Suburban,Married,201,29.0,67,0,2,Personal Auto,Personal L3,Offer1,Branch,1064.48,Luxury SUV,Medsize,
3148,FI22970,Oregon,2372.29,No,Basic,High School or Below,2/18/11,Medical Leave,F,25550,Suburban,Married,61,28.0,13,0,1,Personal Auto,Personal L3,Offer4,Agent,439.2,Four-Door Car,Small,
3149,TQ89058,Nevada,2777.53,No,Basic,Master,1/12/11,Employed,F,59124,Rural,Married,70,18.0,31,2,1,Personal Auto,Personal L1,Offer4,Call Center,173.43,Four-Door Car,Small,
3150,ZU30804,California,5498.94,Yes,Basic,College,2/5/11,Medical Leave,M,22520,Suburban,Married,73,17.0,64,0,3,Personal Auto,Personal L3,Offer1,Branch,350.4,Four-Door Car,Medsize,
3151,VK48036,Oregon,5511.49,No,Basic,College,1/19/11,Employed,F,79027,Suburban,Single,70,13.0,37,0,5,Corporate Auto,Corporate L1,Offer1,Agent,336.0,Four-Door Car,Medsize,
3152,EE49066,Oregon,4969.53,No,Basic,High School or Below,2/9/11,Employed,F,62365,Suburban,Married,62,0.0,99,0,8,Corporate Auto,Corporate L2,Offer3,Branch,297.6,Four-Door Car,Medsize,
3153,FK75497,California,2453.41,No,Basic,College,1/21/11,Employed,M,83772,Rural,Divorced,62,13.0,76,0,1,Personal Auto,Personal L3,Offer3,Branch,42.25,Two-Door Car,Large,A
3154,SA84892,California,4916.37,No,Extended,High School or Below,1/7/11,Employed,F,66982,Suburban,Married,121,12.0,13,0,1,Corporate Auto,Corporate L3,Offer2,Agent,871.2,SUV,Medsize,
3155,HB68898,Oregon,20239.38,No,Premium,Bachelor,1/30/11,Employed,F,36116,Rural,Married,171,27.0,33,2,2,Corporate Auto,Corporate L1,Offer1,Branch,158.13,SUV,Medsize,A
3157,GM16780,Oregon,36057.54,No,Extended,College,2/7/11,Employed,M,90330,Rural,Single,137,0.0,86,3,2,Corporate Auto,Corporate L3,Offer1,Call Center,192.09,Sports Car,Medsize,A
3158,ES97399,Nevada,10714.21,No,Extended,High School or Below,2/3/11,Employed,M,55994,Suburban,Married,92,19.0,75,2,2,Corporate Auto,Corporate L3,Offer3,Agent,441.6,Four-Door Car,Medsize,A
3160,WV15213,California,2447.05,No,Basic,Bachelor,1/9/11,Employed,M,84658,Rural,Single,62,21.0,93,0,1,Personal Auto,Personal L1,Offer1,Branch,44.78,Four-Door Car,Medsize,
3161,AS97690,Arizona,2411.26,No,Basic,College,2/23/11,Employed,M,54483,Suburban,Married,61,6.0,57,0,1,Personal Auto,Personal L1,Offer3,Call Center,292.8,Two-Door Car,Medsize,A
3162,FM46980,,5720.77,,Basic,College,2/11/11,Employed,M,41770,Suburban,Married,72,0.0,60,0,9,Personal Auto,Personal L1,Offer2,Branch,476.16,Four-Door Car,Small,A
3163,DM42912,California,4980.19,No,Extended,College,2/2/11,Disabled,F,21135,Suburban,Married,130,14.0,59,0,1,Personal Auto,Personal L2,Offer3,Call Center,678.95,SUV,Medsize,
3165,RZ50353,California,6243.14,No,Extended,High School or Below,1/2/11,Employed,M,57734,Suburban,Divorced,78,2.0,64,0,3,Personal Auto,Personal L2,Offer4,Web,374.4,Four-Door Car,Medsize,A
3167,HV69023,California,8281.74,No,Basic,High School or Below,1/5/11,Medical Leave,F,19189,Suburban,Married,108,21.0,9,0,3,Personal Auto,Personal L2,Offer2,Web,518.4,SUV,Large,A
3168,FU43761,Nevada,2435.62,No,Basic,Doctor,1/9/11,Disabled,F,25703,Suburban,Married,62,4.0,64,0,1,Personal Auto,Personal L3,Offer1,Call Center,297.6,Four-Door Car,Small,
3170,UV99893,Arizona,2885.41,No,Basic,Bachelor,1/30/11,Employed,F,92722,Rural,Married,72,34.0,45,1,1,Corporate Auto,Corporate L3,Offer2,Call Center,28.13,Two-Door Car,Small,
3171,PP36346,Nevada,3708.81,No,Extended,High School or Below,1/27/11,Disabled,F,23393,Suburban,Married,95,26.0,37,0,1,Corporate Auto,Corporate L1,Offer2,Branch,456.0,Four-Door Car,Medsize,
3172,OB49075,Arizona,4458.11,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1.0,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,A
3174,JY87538,Oregon,28486.07,No,Basic,College,1/14/11,Employed,F,91871,Urban,Single,102,,3,0,2,Personal Auto,Personal L2,Offer1,Web,346.85,SUV,Medsize,
3175,PZ47477,Arizona,8966.31,No,Extended,High School or Below,1/30/11,Employed,M,41829,Suburban,Married,76,11.0,41,0,2,Personal Auto,Personal L2,Offer2,Call Center,416.37,Two-Door Car,Medsize,A
3176,KB50999,California,5394.0,No,Basic,College,2/3/11,Employed,F,27568,Urban,Married,68,0.0,62,0,3,Personal Auto,Personal L3,Offer3,Call Center,278.69,Two-Door Car,Medsize,
3177,NE67816,,2515.26,,Basic,College,1/16/11,Employed,M,25558,Suburban,Married,63,31.0,11,0,1,Personal Auto,Personal L3,Offer2,Branch,453.6,Four-Door Car,Small,A
3181,FX95323,Oregon,2639.64,No,Basic,College,1/31/11,Employed,M,88731,Rural,Married,66,10.0,72,0,1,Personal Auto,Personal L3,Offer4,Agent,148.97,Four-Door Car,Medsize,
3182,LK73198,Washington,4869.24,No,Basic,High School or Below,1/29/11,Employed,F,55593,Rural,Married,61,13.0,52,0,3,Personal Auto,Personal L1,Offer2,Call Center,9.05,Four-Door Car,Medsize,
3183,EY71418,Oregon,25640.24,No,Premium,Bachelor,1/11/11,Disabled,F,24695,Suburban,Married,168,5.0,83,0,2,Corporate Auto,Corporate L2,Offer1,Agent,806.4,SUV,Medsize,A
3184,AH65907,California,2859.41,No,Basic,Bachelor,1/14/11,Employed,F,51790,Suburban,Married,71,12.0,43,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Four-Door Car,Large,
3185,OF38237,California,4878.83,No,Basic,Doctor,2/28/11,Disabled,F,29950,Suburban,Married,61,0.0,76,0,4,Personal Auto,Personal L1,Offer1,Call Center,292.8,Two-Door Car,Medsize,
3186,OI48534,California,2617.18,No,Basic,High School or Below,2/14/11,Employed,F,98338,Rural,Single,65,13.0,33,0,1,Personal Auto,Personal L1,Offer3,Web,35.6,Four-Door Car,Medsize,A
3187,TV87155,Oregon,20946.19,No,Basic,Bachelor,2/24/11,Employed,F,69738,Suburban,Married,74,2.0,26,1,2,Personal Auto,Personal L3,Offer1,Branch,492.13,Four-Door Car,Large,
3189,OD85990,Oregon,3964.15,No,Basic,Bachelor,2/14/11,Disabled,F,23474,Suburban,Divorced,102,5.0,21,0,1,Corporate Auto,Corporate L3,Offer1,Branch,489.6,SUV,Medsize,A
3192,AA34092,California,28799.95,No,Extended,College,2/11/11,Employed,M,33635,Suburban,Married,240,1.0,23,0,2,Personal Auto,Personal L3,Offer1,Web,1152.0,Luxury SUV,Medsize,
3193,KX54357,Washington,11365.27,No,Extended,College,1/22/11,Employed,M,84910,Urban,Married,95,4.0,69,0,2,Corporate Auto,Corporate L3,Offer2,Web,383.17,Two-Door Car,Small,
3196,HZ28612,Washington,5626.57,No,Basic,College,1/5/11,Employed,F,59782,Suburban,Married,70,29.0,51,0,9,Personal Auto,Personal L2,Offer3,Branch,336.0,Four-Door Car,Small,A
3197,MO91628,Oregon,2614.47,No,Basic,Master,2/11/11,Employed,M,65186,Rural,Married,65,,27,0,1,Personal Auto,Personal L2,Offer2,Web,5.43,Two-Door Car,Large,A
3198,WV76014,Arizona,2540.41,No,Basic,Doctor,1/16/11,Employed,M,70125,Rural,Single,64,21.0,77,0,1,Special Auto,Special L2,Offer2,Branch,92.81,Four-Door Car,Medsize,
3199,XT10744,Arizona,8595.15,No,Basic,College,2/21/11,Employed,M,28441,Suburban,Married,73,10.0,98,0,2,Special Auto,Special L2,Offer2,Call Center,686.02,Two-Door Car,Small,
3202,TJ51874,Washington,8558.04,No,Basic,High School or Below,2/13/11,Medical Leave,M,13908,Suburban,Married,116,12.0,74,2,8,Corporate Auto,Corporate L3,Offer1,Web,804.13,SUV,Medsize,
3203,ZJ22033,,2647.52,,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13.0,15,0,1,Corporate Auto,Corporate L1,Offer2,Agent,300.06,Four-Door Car,Medsize,A
3204,BR40272,California,8247.95,No,Premium,College,1/30/11,Employed,M,49009,Suburban,Married,105,17.0,28,0,7,Personal Auto,Personal L2,Offer2,Branch,504.0,Four-Door Car,Medsize,A
3205,SG81493,Arizona,4443.74,No,Premium,Bachelor,1/1/11,Employed,M,46384,Rural,Married,113,33.0,93,0,1,Corporate Auto,Corporate L1,Offer2,Web,251.77,Four-Door Car,Medsize,A
3207,IA56290,Arizona,2516.1,No,Basic,College,2/11/11,Employed,F,88435,Rural,Married,62,16.0,61,0,1,Personal Auto,Personal L3,Offer3,Branch,136.26,Four-Door Car,Small,A
3208,VO78441,Washington,3086.87,No,Extended,Master,2/10/11,Medical Leave,F,19464,Suburban,Single,84,10.0,94,1,1,Personal Auto,Personal L2,Offer3,Agent,871.51,Four-Door Car,Small,A
3209,WR55560,California,5927.39,No,Premium,High School or Below,1/7/11,Employed,M,33561,Rural,Divorced,152,6.0,30,0,1,Corporate Auto,Corporate L3,Offer3,Branch,235.32,Sports Car,Medsize,
3211,QC89139,Oregon,4528.74,No,Basic,High School or Below,1/11/11,Employed,F,90034,Suburban,Married,112,5.0,86,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,537.6,SUV,Medsize,
3212,AB26022,Oregon,7998.35,No,Basic,High School or Below,1/10/11,Retired,M,26487,Suburban,Single,112,,82,0,3,Corporate Auto,Corporate L2,Offer1,Call Center,602.43,SUV,Medsize,
3213,ZM28138,Arizona,7227.12,No,Basic,Bachelor,1/1/11,Employed,F,40153,Suburban,Single,61,1.0,99,0,2,Personal Auto,Personal L3,Offer1,Agent,340.07,Four-Door Car,Medsize,
3217,OL36978,California,5405.52,No,Basic,High School or Below,2/24/11,Employed,F,67241,Rural,Married,68,22.0,6,1,9,Personal Auto,Personal L3,Offer2,Call Center,5.67,Two-Door Car,Medsize,
3219,HF44881,Arizona,4542.41,No,Basic,High School or Below,1/6/11,Employed,M,29875,Suburban,Single,119,9.0,36,1,1,Corporate Auto,Corporate L2,Offer1,Web,571.2,Sports Car,Medsize,A
3220,OM13505,Washington,5047.48,No,Basic,Bachelor,1/14/11,Employed,M,81741,Urban,Single,64,10.0,94,0,8,Corporate Auto,Corporate L2,Offer1,Agent,186.45,Four-Door Car,Medsize,A
3221,PA20570,California,6575.45,No,Extended,Bachelor,2/2/11,Employed,M,84146,Suburban,Married,82,0.0,79,0,7,Personal Auto,Personal L1,Offer4,Agent,464.71,Four-Door Car,Medsize,A
3225,LW25030,Arizona,5046.89,No,Basic,Bachelor,1/17/11,Medical Leave,F,29957,Suburban,Married,65,19.0,72,0,7,Corporate Auto,Corporate L3,Offer1,Agent,312.0,Four-Door Car,Small,A
3226,FY90924,Arizona,2944.18,No,Basic,High School or Below,1/5/11,Employed,F,73601,Urban,Married,73,10.0,42,0,1,Personal Auto,Personal L3,Offer2,Agent,339.94,Four-Door Car,Medsize,
3227,LA14484,Nevada,2227.07,Yes,Basic,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,7.0,38,0,1,Special Auto,Special L1,Offer3,Web,292.8,Four-Door Car,Medsize,A
3228,SE72928,California,9075.77,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8.0,23,0,8,Personal Auto,Personal L1,Offer1,Agent,158.08,Sports Car,Medsize,A
3230,AZ68184,Washington,9028.31,No,Basic,High School or Below,1/18/11,Employed,M,76514,Suburban,Married,112,19.0,0,0,3,Personal Auto,Personal L3,Offer4,Agent,573.94,SUV,Medsize,A
3231,DW96592,California,8044.87,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29.0,39,0,2,Personal Auto,Personal L3,Offer2,Agent,284.0,Four-Door Car,Medsize,
3232,VY32314,Oregon,4268.62,No,Basic,High School or Below,2/25/11,Employed,M,43209,Suburban,Single,110,12.0,16,0,1,Personal Auto,Personal L3,Offer1,Web,528.0,Sports Car,Medsize,A
3234,UQ30615,California,7582.11,Yes,Basic,College,2/3/11,Employed,M,64801,Urban,Married,64,23.0,19,0,2,Corporate Auto,Corporate L3,Offer2,Web,268.47,Four-Door Car,Medsize,A
3235,PN77420,California,5376.89,No,Basic,College,2/23/11,Employed,M,30039,Suburban,Single,70,,52,0,9,Corporate Auto,Corporate L3,Offer3,Agent,498.61,Four-Door Car,Medsize,A
3236,FD36230,California,8441.67,No,Basic,High School or Below,2/13/11,Employed,F,50801,Rural,Married,72,25.0,21,3,2,Personal Auto,Personal L2,Offer2,Agent,43.42,Four-Door Car,Medsize,A
3237,YV55495,Arizona,5744.23,No,Basic,High School or Below,1/15/11,Employed,F,68987,Urban,Married,71,11.0,40,0,6,Personal Auto,Personal L1,Offer1,Branch,204.48,Four-Door Car,Medsize,A
3238,BI76326,California,12275.34,No,Premium,College,1/8/11,Employed,F,52135,Urban,Single,156,,86,0,9,Personal Auto,Personal L3,Offer2,Call Center,430.51,SUV,Small,
3240,HF96939,Oregon,3126.27,No,Extended,High School or Below,2/18/11,Employed,M,34510,Suburban,Divorced,81,0.0,54,0,1,Personal Auto,Personal L3,Offer2,Agent,388.8,Four-Door Car,Small,
3241,QE13586,California,6366.23,Yes,Extended,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5.0,72,0,3,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large,
3242,GK21260,Oregon,10232.85,No,Extended,Doctor,2/17/11,Medical Leave,F,22821,Suburban,Married,131,26.0,99,0,3,Personal Auto,Personal L2,Offer4,Call Center,740.06,SUV,Medsize,A
3243,FO82261,Oregon,4603.98,No,Basic,College,1/12/11,Employed,M,66161,Urban,Single,118,19.0,86,0,1,Personal Auto,Personal L3,Offer2,Branch,457.59,,,
3244,WZ92405,Nevada,7492.16,No,Basic,College,1/9/11,Employed,F,31723,Urban,Married,62,23.0,53,0,2,Personal Auto,Personal L1,Offer2,Branch,242.63,Two-Door Car,Medsize,A
3245,BE62503,Washington,9206.6,No,Extended,College,1/10/11,Retired,F,24589,Suburban,Married,82,33.0,39,0,2,Personal Auto,Personal L3,Offer1,Branch,511.5,Two-Door Car,Medsize,A
3246,XP96549,Oregon,4429.19,No,Basic,High School or Below,2/19/11,Employed,F,20868,Suburban,Married,112,14.0,11,0,1,Personal Auto,Personal L3,Offer2,Branch,537.6,SUV,Large,A
3247,EZ78112,California,5610.96,No,Basic,High School or Below,2/24/11,Employed,F,77493,Urban,Single,70,2.0,35,0,3,Special Auto,Special L3,Offer1,Agent,307.96,Four-Door Car,Medsize,A
3248,CV48634,Nevada,12128.45,No,Basic,College,1/16/11,Employed,M,29431,Rural,Married,103,29.0,35,0,2,Personal Auto,Personal L2,Offer4,Call Center,237.9,SUV,Medsize,
3249,FQ79356,California,2361.88,No,Basic,Bachelor,2/24/11,Medical Leave,F,18064,Urban,Married,63,10.0,45,2,1,Personal Auto,Personal L2,Offer3,Call Center,182.96,Four-Door Car,Medsize,A
3250,WC34456,,3985.4,,Extended,Bachelor,1/14/11,Employed,F,77739,Urban,Married,98,31.0,61,0,1,Personal Auto,Personal L3,Offer2,Call Center,428.56,Four-Door Car,Large,
3251,FR12423,Oregon,24127.5,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,14072,Suburban,Divorced,71,13.0,3,0,2,Personal Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,Medsize,A
3255,OY95739,Nevada,12298.69,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,542.4,SUV,Medsize,A
3256,RW54189,California,5747.27,No,Basic,Bachelor,1/20/11,Employed,M,23504,Suburban,Married,73,2.0,66,0,8,Personal Auto,Personal L3,Offer4,Call Center,350.4,Four-Door Car,Small,
3257,KA62728,California,8886.61,No,Premium,High School or Below,1/6/11,Employed,M,87094,Rural,Single,113,20.0,17,1,5,Personal Auto,Personal L2,Offer3,Agent,64.89,Four-Door Car,Medsize,A
3258,SP81997,Washington,7752.93,No,Extended,Master,2/11/11,Employed,F,41275,Rural,Married,96,29.0,16,0,3,Personal Auto,Personal L3,Offer3,Branch,41.12,Four-Door Car,Large,A
3259,XJ97760,California,4739.86,No,Basic,Master,1/1/11,Employed,M,35039,Urban,Single,61,7.0,87,0,8,Personal Auto,Personal L1,Offer1,Call Center,254.31,Four-Door Car,Medsize,
3260,YC80498,California,4770.55,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0,4,Personal Auto,Personal L1,Offer1,Web,362.77,Two-Door Car,Medsize,A
3263,ZL37444,California,10972.07,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2.0,40,0,5,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize,A
3265,EH51056,California,2750.88,No,Basic,High School or Below,1/20/11,Employed,M,93102,Suburban,Married,68,24.0,2,0,1,Personal Auto,Personal L2,Offer4,Branch,578.95,Two-Door Car,Small,
3266,BD53342,Washington,3096.51,Yes,Extended,College,2/12/11,Employed,F,21604,Suburban,Divorced,79,14.0,28,0,1,Personal Auto,Personal L2,Offer1,Branch,379.2,Four-Door Car,Medsize,
3267,TC84427,Oregon,5049.69,No,Basic,High School or Below,1/1/11,Employed,F,61080,Urban,Single,66,7.0,41,2,9,Personal Auto,Personal L3,Offer1,Call Center,294.28,Four-Door Car,Medsize,A
3268,LK90215,Oregon,2647.52,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13.0,15,0,1,Personal Auto,Personal L3,Offer2,Agent,300.06,Four-Door Car,Medsize,
3269,NB54665,Arizona,2514.59,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15.0,58,0,1,Corporate Auto,Corporate L1,Offer2,Agent,156.12,Four-Door Car,Medsize,A
3270,OO96263,Nevada,11606.85,No,Extended,High School or Below,2/11/11,Employed,F,45893,Suburban,Married,97,3.0,75,0,2,Personal Auto,Personal L1,Offer2,Call Center,465.6,Two-Door Car,Medsize,A
3271,YQ79307,Washington,4768.96,No,Basic,Bachelor,1/10/11,Employed,M,51144,Urban,Married,61,28.0,32,1,9,Personal Auto,Personal L3,Offer1,Agent,223.31,Two-Door Car,Medsize,A
3273,LN34660,California,9463.11,No,Basic,College,2/21/11,Employed,F,69654,Suburban,Married,118,10.0,50,0,7,Corporate Auto,Corporate L3,Offer1,Branch,629.53,SUV,Small,A
3274,PW23851,Oregon,15251.58,No,Extended,Bachelor,1/15/11,Employed,F,63287,Suburban,Married,127,5.0,84,0,2,Personal Auto,Personal L2,Offer1,Agent,617.2,SUV,Small,A
3275,KP54476,California,7780.49,No,Extended,Master,1/22/11,Employed,M,87128,Suburban,Single,97,26.0,45,0,3,Personal Auto,Personal L1,Offer2,Web,495.61,Two-Door Car,Medsize,A
3276,YB79192,California,10193.77,No,Extended,Bachelor,1/15/11,Employed,F,21119,Suburban,Married,128,1.0,79,0,4,Personal Auto,Personal L2,Offer1,Branch,614.4,SUV,Medsize,
3277,UV89077,Oregon,11638.9,Yes,Basic,College,1/26/11,Medical Leave,F,25370,Suburban,Married,102,10.0,77,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,Sports Car,Large,A
3279,OH99089,California,5827.41,No,Basic,Master,2/22/11,Employed,F,30228,Rural,Married,73,28.0,44,0,5,Personal Auto,Personal L3,Offer2,Branch,163.35,Four-Door Car,Medsize,
3280,FU74983,Nevada,22800.54,No,Extended,Bachelor,2/7/11,Employed,F,68771,Urban,Divorced,96,10.0,70,0,2,Personal Auto,Personal L3,Offer1,Call Center,276.27,Four-Door Car,Medsize,
3281,IN57582,California,5970.82,No,Extended,College,2/5/11,Medical Leave,F,25125,Suburban,Single,81,12.0,91,1,3,Corporate Auto,Corporate L3,Offer1,Agent,583.2,Four-Door Car,Medsize,
3283,VO61192,Oregon,6751.78,No,Extended,High School or Below,1/5/11,Employed,M,42433,Suburban,Married,85,28.0,47,0,5,Personal Auto,Personal L2,Offer4,Call Center,410.95,Four-Door Car,Medsize,
3284,MT91532,California,7326.54,No,Extended,Bachelor,2/12/11,Employed,M,62338,Rural,Married,92,9.0,61,0,4,Corporate Auto,Corporate L1,Offer1,Agent,4.22,Four-Door Car,Medsize,A
3285,MH85165,California,6767.81,No,Extended,High School or Below,1/31/11,Employed,M,39650,Suburban,Married,86,18.0,8,0,6,Personal Auto,Personal L1,Offer2,Branch,922.34,Four-Door Car,Medsize,
3286,QE22757,,2491.32,,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30.0,77,0,1,Personal Auto,Personal L3,Offer1,Agent,67.53,Four-Door Car,Large,A
3287,VQ82774,California,16301.97,Yes,Extended,Master,2/17/11,Retired,F,19614,Suburban,Married,85,21.0,32,0,2,Personal Auto,Personal L2,Offer2,Agent,574.02,Two-Door Car,Medsize,A
3289,BP53979,California,2516.21,No,Basic,Bachelor,2/7/11,Employed,F,48829,Urban,Single,64,23.0,70,1,1,Personal Auto,Personal L2,Offer1,Agent,300.31,Four-Door Car,Medsize,A
3290,EV57176,California,5605.38,No,Basic,High School or Below,1/21/11,Employed,F,21171,Suburban,Divorced,72,2.0,40,0,3,Corporate Auto,Corporate L3,Offer4,Call Center,345.6,Four-Door Car,Large,A
3291,UX18122,Washington,3690.7,No,Extended,Bachelor,1/17/11,Employed,F,59016,Suburban,Married,92,3.0,65,0,1,Corporate Auto,Corporate L1,Offer2,Web,441.6,Four-Door Car,Medsize,A
3292,DH68319,Oregon,2787.5,No,Basic,College,1/1/11,Employed,F,62506,Suburban,Married,69,3.0,90,0,1,Personal Auto,Personal L1,Offer1,Branch,331.2,Two-Door Car,Large,A
3294,GG84614,Oregon,3031.59,No,Extended,High School or Below,1/8/11,Employed,F,27435,Suburban,Single,76,9.0,6,0,1,Personal Auto,Personal L3,Offer3,Branch,455.55,Two-Door Car,Medsize,
3295,EP46328,California,5555.83,Yes,Basic,Bachelor,2/6/11,Employed,M,74015,Suburban,Single,72,12.0,61,0,6,Personal Auto,Personal L1,Offer2,Call Center,471.44,Four-Door Car,Small,
3297,YX23800,Oregon,8591.6,No,Basic,Bachelor,2/11/11,Employed,M,38984,Suburban,Married,73,27.0,38,0,2,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Small,A
3298,WG39961,Oregon,3919.37,Yes,Extended,High School or Below,1/5/11,Employed,F,66676,Suburban,Married,97,0.0,40,0,1,Personal Auto,Personal L1,Offer3,Agent,558.1,Four-Door Car,Small,
3300,TP12241,California,5123.2,No,Basic,College,2/7/11,Medical Leave,F,22338,Urban,Married,67,9.0,37,1,9,Personal Auto,Personal L3,Offer1,Branch,307.8,Two-Door Car,Medsize,
3301,AO42003,Oregon,16681.33,No,Basic,College,1/24/11,Employed,F,55907,Suburban,Married,104,23.0,64,0,2,Corporate Auto,Corporate L1,Offer1,Agent,499.2,SUV,Large,A
3302,PB16956,Oregon,7842.38,No,Extended,College,2/28/11,Employed,F,51001,Urban,Married,99,13.0,49,1,3,Personal Auto,Personal L1,Offer1,Agent,291.89,Four-Door Car,Medsize,A
3304,XR74007,California,3540.21,No,Extended,Bachelor,1/31/11,Employed,F,62863,Rural,Married,88,18.0,52,0,1,Corporate Auto,Corporate L1,Offer3,Agent,94.51,Four-Door Car,Medsize,
3305,PY17715,California,3427.15,No,Extended,Master,2/27/11,Employed,F,58840,Rural,Single,86,25.0,44,0,1,Corporate Auto,Corporate L3,Offer1,Agent,73.27,,,
3306,IW70308,Oregon,8257.67,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0,2,Personal Auto,Personal L3,Offer2,Call Center,424.33,Four-Door Car,Medsize,A
3307,RT29777,Oregon,4439.9,No,Basic,Bachelor,2/12/11,Employed,F,88613,Urban,Divorced,111,,59,0,1,Personal Auto,Personal L3,Offer1,Branch,359.37,SUV,Small,
3308,ZF84966,Nevada,44856.11,No,Extended,Doctor,2/22/11,Employed,F,61675,Urban,Married,123,35.0,54,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,482.55,,,
